Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
153484,1.434,-1.392,-1.504,0.314,-0.491,-0.372,0.178,-0.050,1.111,-0.133,0.126,0.167,-1.952,0.719,-0.664,-0.132,-0.322,0.173,0.638,0.267,0.027,-0.466,-0.083,-0.488,-0.231,-0.104,-0.095,-0.022,306.600,0
153487,1.711,-0.689,-1.640,0.493,-0.220,-1.338,0.598,-0.441,0.492,0.025,-0.876,0.009,-0.672,0.571,-0.013,-0.266,-0.141,-0.741,0.116,0.126,-0.028,-0.392,0.034,0.078,-0.148,0.498,-0.138,-0.039,197.340,0
153488,-0.228,0.789,-1.557,-0.593,1.240,0.750,0.946,0.559,-0.470,-1.437,-0.412,0.407,0.575,-0.684,0.284,-0.444,1.306,-1.366,-1.258,-0.069,0.035,-0.021,0.491,-0.650,-0.976,0.229,-0.041,0.054,117.120,0
153488,-0.315,0.292,-1.954,-2.288,-0.351,-0.631,3.516,-0.909,-0.237,-1.356,0.794,0.968,0.362,0.874,-0.474,-1.405,-0.269,0.310,1.638,-0.008,0.461,1.634,-0.176,-0.189,0.216,0.147,0.188,0.067,414.720,0
153489,-0.768,0.012,1.472,-2.390,-0.039,-0.454,0.797,-0.262,1.352,-1.490,-1.373,-0.611,-1.068,-0.092,1.449,-0.435,-0.411,0.322,1.592,0.014,-0.331,-0.718,-0.160,-0.693,0.381,-0.343,-0.199,-0.186,65.470,0
153490,0.126,0.835,-0.526,-0.750,1.094,-0.162,0.851,0.019,-0.130,-0.096,0.048,-0.015,-0.710,0.719,-0.071,0.001,-0.937,0.991,0.585,-0.014,0.363,1.218,-0.186,0.109,-0.743,-0.232,0.497,0.311,0.770,0
153490,1.885,-0.555,0.117,0.931,-0.993,0.337,-1.206,0.289,2.143,-0.874,-0.833,1.143,0.603,-2.549,-1.593,-0.109,1.272,-0.201,0.043,-0.130,-0.168,0.085,0.319,1.071,-0.438,0.517,0.044,-0.002,5.300,0
153491,-1.659,0.468,-1.193,1.320,1.780,-0.834,0.784,0.354,-0.947,-0.508,0.867,0.196,-0.733,-0.495,-0.722,-0.323,1.239,0.942,0.928,-0.201,0.041,0.562,0.849,0.559,0.281,-0.389,0.361,0.075,32.380,0
153493,1.961,-0.612,-1.740,-0.676,1.813,3.780,-1.096,1.026,1.120,-0.149,-0.041,0.554,-0.045,0.158,1.069,0.120,-0.630,-0.318,-0.202,-0.137,-0.179,-0.492,0.407,0.658,-0.393,-0.602,0.054,-0.036,12.460,0
153496,2.084,-0.055,-2.091,0.105,0.775,-0.009,-0.072,0.095,0.564,-0.164,0.087,-0.389,-1.661,-0.338,-0.187,0.796,0.061,0.606,0.615,-0.237,-0.386,-1.118,0.246,-0.501,-0.246,0.220,-0.076,-0.054,1.980,0
153497,1.088,-1.486,-2.268,0.685,-0.218,-0.586,0.602,-0.195,0.791,-0.939,0.949,0.681,-0.521,-1.219,-0.642,0.338,0.918,0.734,0.297,0.758,0.060,-0.668,-0.269,-0.511,-0.251,-0.131,-0.097,0.048,477.240,0
153497,1.430,-1.003,-3.212,0.610,0.875,-1.072,1.620,-0.781,-0.279,0.058,-1.557,0.306,0.995,0.686,-0.249,-0.498,-0.523,-0.384,0.256,0.664,0.456,0.642,-0.681,-0.854,0.704,0.739,-0.196,-0.031,410.000,0
153498,0.547,0.913,-0.460,1.161,0.647,-0.456,0.528,-0.119,-0.339,-0.160,-0.723,-0.832,-0.799,-0.513,1.387,-0.763,1.452,0.320,2.684,0.175,-0.182,-0.376,0.281,0.576,-1.725,0.411,0.286,0.311,1.780,0
153498,2.229,-0.820,-1.937,-0.815,-0.293,-1.253,-0.093,-0.358,-0.249,0.856,-1.483,-1.642,-1.976,0.428,-0.473,0.389,0.608,-1.585,0.977,-0.157,0.183,0.527,-0.044,-0.413,0.327,0.036,-0.072,-0.083,28.940,0
153501,1.949,-0.780,-1.586,-0.363,0.183,0.243,-0.164,0.007,-0.438,0.586,-0.389,0.347,0.001,0.446,0.702,-2.989,0.928,-0.689,-1.739,-0.678,-0.350,-0.351,0.274,-1.079,-0.206,-0.282,0.042,-0.058,53.300,0
153504,1.889,-0.386,-1.496,0.315,0.214,-0.635,0.355,-0.332,0.465,-0.009,-1.241,0.612,0.965,0.111,0.075,0.038,-0.548,-0.779,0.320,0.072,-0.256,-0.814,0.144,-0.749,-0.228,0.234,-0.085,-0.047,114.840,0
153504,1.983,-0.087,-1.190,1.310,0.136,-0.347,0.024,-0.061,0.569,0.379,0.049,0.531,-1.053,0.479,-1.341,-0.263,-0.488,0.409,0.196,-0.329,0.191,0.802,-0.091,-0.330,0.425,-0.371,0.006,-0.070,5.000,0
153505,-0.490,1.526,-2.392,0.081,3.362,3.342,0.561,1.217,-1.041,-0.820,-0.077,-0.259,-0.487,-0.498,0.173,-0.620,1.382,0.307,0.470,0.096,0.072,0.278,-0.198,0.587,0.107,-0.354,0.344,0.209,22.090,0
153506,-0.072,0.972,-0.679,0.244,2.012,1.039,1.145,0.148,-0.775,-0.094,0.595,0.980,0.235,0.588,-0.804,-1.431,0.154,-1.060,-0.384,-0.275,0.326,1.226,-0.118,-1.606,-0.791,-0.522,0.187,0.224,1.000,0
153507,-0.316,0.594,-0.375,-1.949,2.714,3.703,0.001,0.909,0.615,-0.985,0.286,-0.191,-0.321,-1.494,0.885,0.460,0.166,0.234,-0.478,0.163,-0.317,-0.726,-0.055,0.562,-0.174,-0.274,0.005,-0.125,0.890,0
153507,2.052,0.552,-2.405,0.769,0.514,-1.789,0.342,-0.380,0.587,-1.185,0.058,-0.513,-0.503,-2.440,1.129,0.812,1.776,1.351,-0.672,-0.183,0.088,0.433,-0.049,-0.252,0.250,-0.097,0.017,0.006,1.000,0
153508,-0.960,0.778,0.295,-1.507,2.101,4.112,-0.501,1.585,-0.239,-1.232,-0.301,0.164,-0.150,0.413,1.063,0.004,-0.271,-0.054,0.314,-0.056,-0.139,-0.600,-0.171,0.665,0.362,-0.393,-0.029,0.007,5.000,0
153509,1.434,-1.746,-1.521,-0.058,-0.951,-0.795,0.117,-0.339,-0.619,0.790,0.767,0.829,0.410,0.462,-0.318,-1.591,-0.388,1.867,-0.834,0.089,0.224,0.495,-0.287,0.110,0.051,-0.082,-0.057,-0.001,360.000,0
153509,0.001,1.142,-1.173,-0.222,0.642,-0.877,0.772,0.140,-0.275,-1.226,-1.193,-0.132,0.501,-0.600,0.702,0.303,0.382,0.842,-0.010,-0.114,0.330,0.926,-0.136,-0.774,-0.236,-0.109,-0.010,0.034,42.810,0
153509,2.305,-1.225,-1.042,-1.587,-0.972,-0.621,-0.937,-0.297,-1.457,1.531,-0.822,-0.092,1.826,-0.683,-0.329,-0.656,0.405,-0.276,-0.114,-0.316,-0.159,0.093,0.238,0.754,-0.097,-0.199,0.012,-0.041,20.000,0
153509,-0.471,-0.344,1.538,-2.611,-0.690,-0.683,0.017,-0.157,-2.347,0.541,-1.115,-1.185,0.415,-0.564,-0.468,-0.726,0.551,0.021,-0.280,-0.247,-0.053,0.243,-0.396,-0.009,0.701,0.059,0.033,0.050,28.000,0
153510,0.028,0.538,-1.190,-1.728,2.925,3.406,0.347,0.925,-0.167,-0.389,-0.200,0.031,-0.374,0.354,0.041,-0.154,-0.483,-0.841,-0.207,0.029,-0.265,-0.717,0.115,0.688,-0.459,0.162,0.264,0.090,4.490,0
153510,-2.624,-0.433,-2.323,-1.962,2.532,3.136,0.359,1.643,-0.223,-2.521,-0.332,0.211,-0.444,-0.730,-0.717,0.686,0.821,0.050,-1.293,-0.059,-0.028,-0.765,-0.254,0.603,0.298,-0.269,-0.193,-0.245,212.610,0
153514,2.077,-0.083,-2.075,0.211,0.560,-0.825,0.427,-0.200,0.139,0.374,0.639,0.047,-1.871,1.106,-0.770,-0.418,-0.201,-0.145,0.357,-0.320,0.133,0.448,0.024,0.742,0.292,0.669,-0.129,-0.092,0.760,0
153516,-0.837,-0.047,1.884,-2.021,-1.353,0.211,-1.066,0.877,-0.115,-0.349,0.047,0.227,-0.391,-0.794,-2.442,1.309,0.240,-0.768,0.313,-0.034,0.267,0.914,-0.128,0.037,-0.314,-0.305,0.303,0.143,2.300,0
153521,-0.181,0.835,0.651,-0.835,0.825,-0.964,1.722,-1.029,1.133,1.183,-0.615,-0.672,-1.012,-0.711,-0.093,-0.491,-0.740,-0.877,-0.190,0.404,-0.521,-0.564,-0.056,-0.051,-0.553,0.030,-0.325,-0.675,12.990,0
153521,-0.948,1.819,0.068,1.044,1.310,-0.652,1.632,-0.351,-0.967,-0.640,-0.132,-0.208,0.039,-1.258,0.041,-0.893,1.480,0.124,0.581,0.066,-0.037,0.177,-0.619,0.997,1.035,-0.323,-0.643,-0.433,21.520,0
153526,0.573,-2.428,-3.422,0.861,0.068,-1.025,1.932,-0.649,-0.098,-0.102,0.501,0.309,-1.202,1.474,-0.539,-0.653,-0.325,0.279,0.188,1.287,0.798,0.642,-0.954,-0.304,0.498,0.047,-0.235,0.037,798.390,0
153530,1.418,-1.743,-2.868,-0.046,-0.301,-1.659,1.153,-0.801,-1.154,0.850,-1.112,-0.394,-0.229,0.851,-0.294,-2.202,0.204,0.745,-0.782,0.225,0.152,0.082,-0.478,0.063,0.341,0.976,-0.206,-0.017,444.980,0
153531,-0.936,-0.011,2.021,-2.167,-1.225,0.209,-0.799,0.529,0.590,0.522,0.064,-0.465,-1.488,-1.046,-2.260,1.193,0.113,-0.713,0.265,0.256,0.150,0.798,-0.154,0.002,-0.272,-0.295,0.635,0.326,1.000,0
153533,-0.759,0.718,-0.148,-1.101,2.218,4.747,-1.111,-1.434,0.699,-0.168,-0.293,0.127,-0.208,-0.125,1.079,-0.523,-0.170,0.393,0.615,-0.408,2.524,0.242,0.124,0.702,-0.532,-0.103,0.241,-0.011,13.530,0
153534,-0.780,0.040,2.144,-2.118,-1.025,-0.003,-0.421,0.113,0.854,0.534,-1.455,-0.759,-0.449,-1.648,-1.630,0.892,0.174,-1.326,0.003,0.387,0.054,0.776,-0.196,-0.004,-0.223,-0.304,0.477,0.116,1.000,0
153536,1.987,-0.738,-2.120,-0.080,-0.531,-2.348,0.667,-0.718,-1.026,1.032,-0.437,-0.635,-1.474,1.037,-0.294,-2.476,0.599,0.491,-1.029,-0.543,0.003,0.349,-0.057,0.974,0.300,0.955,-0.149,-0.067,114.980,0
153536,-1.742,-0.849,-3.373,-1.071,0.866,-1.738,0.833,0.220,-1.554,0.531,-2.521,-0.342,0.530,1.125,-1.010,-1.658,-0.127,1.194,-0.668,-0.427,0.095,0.750,0.331,-0.912,-1.014,0.743,0.586,-0.168,98.520,0
153537,-0.466,1.026,-0.043,-0.688,0.207,-0.943,0.592,0.274,-0.485,-0.537,0.544,0.785,-0.443,0.764,-1.236,0.173,-0.477,-0.163,0.190,-0.340,-0.020,-0.212,0.191,0.068,-1.246,-0.022,-0.082,0.153,1.980,0
153537,-1.387,1.087,0.217,0.879,1.124,-0.328,1.062,0.206,-1.516,-0.390,0.421,1.017,0.684,0.770,-0.899,-0.831,0.020,0.173,1.356,-0.085,0.133,0.460,-0.283,-0.351,1.251,-0.182,-0.156,-0.072,32.670,0
153538,0.134,0.744,-1.984,-1.296,3.151,3.155,0.410,0.842,-0.140,-0.766,0.226,-0.300,-0.296,-0.620,1.117,-0.041,0.355,0.589,-0.326,0.134,0.268,0.877,-0.120,0.631,-0.284,-0.119,0.401,0.186,20.800,0
153539,2.148,-0.429,-1.556,-0.062,-0.173,-1.204,0.204,-0.523,-0.881,0.891,-0.880,0.707,1.351,0.044,-0.696,-2.197,0.152,0.307,-0.706,-0.547,-0.359,-0.324,0.127,0.028,0.126,0.378,-0.049,-0.064,23.700,0
153541,-0.387,-0.323,1.636,-2.409,-0.336,1.112,-0.723,0.538,0.144,-0.126,-1.103,-0.390,-0.147,-1.209,-2.302,1.611,-0.463,-0.335,0.868,0.125,0.128,0.661,-0.360,-1.425,-0.141,-0.217,0.426,0.194,3.000,0
153543,-0.278,-0.808,-0.216,-2.467,-1.348,-0.215,0.011,0.301,-2.436,0.680,0.023,-0.348,0.548,-0.033,-1.387,-0.149,0.163,0.692,0.057,-0.079,0.086,0.225,0.405,-0.448,-0.290,-0.235,-0.109,-0.027,194.260,0
153543,2.139,-1.428,-0.209,-0.966,-1.014,1.250,-1.870,0.507,0.937,0.684,-0.640,-0.224,-0.549,-0.939,-1.489,1.395,-0.046,-0.435,1.431,-0.051,0.110,0.543,0.152,-0.345,-0.256,-0.171,0.051,-0.053,2.000,0
153544,2.082,-1.445,0.208,-0.697,-1.635,0.452,-1.834,0.401,0.988,0.706,-0.147,-0.261,-1.224,-0.777,-1.520,1.208,0.240,-0.612,1.182,-0.135,0.152,0.672,0.201,-0.467,-0.379,-0.174,0.053,-0.055,3.000,0
153546,-2.050,-1.084,1.911,-1.027,1.846,0.067,0.165,-0.151,0.739,-0.389,0.140,0.344,0.010,-0.704,-0.547,0.506,-1.461,0.969,-0.138,-0.104,0.051,0.646,-0.116,0.113,0.946,-0.248,-0.604,-0.080,13.530,0
153547,2.277,-1.619,-2.363,-2.596,1.166,3.433,-1.622,0.798,-1.404,1.594,-0.219,-0.722,0.315,-0.205,0.188,-0.708,0.436,-0.287,-0.260,-0.354,-0.167,-0.076,0.264,0.687,-0.130,-0.141,0.028,-0.057,20.000,0
153548,-1.318,1.061,0.664,-0.973,1.271,0.510,1.054,-0.214,0.210,0.150,-0.013,0.375,0.182,-0.247,0.542,-1.271,0.393,-2.288,-1.063,-0.168,-0.154,-0.203,-0.019,-0.953,-0.471,0.207,-0.616,-0.018,6.990,0
153548,-2.105,1.883,-0.721,-2.605,0.017,-1.233,0.360,0.885,0.160,-0.960,-1.260,0.468,0.115,0.696,-0.496,0.545,-0.469,-0.750,-0.826,-0.111,-0.272,-0.860,0.090,0.661,0.095,0.320,-0.226,-0.130,1.000,0
153548,2.140,-0.732,-1.275,-0.410,-0.706,-1.265,-0.277,-0.369,-0.498,0.984,-1.085,-0.516,-0.278,0.376,0.589,-1.379,-0.216,1.203,-0.997,-0.591,-0.132,0.119,0.105,-0.007,-0.093,0.796,-0.071,-0.061,34.300,0
153549,2.058,0.189,-1.718,0.405,0.514,-0.824,0.263,-0.289,0.355,-0.411,-0.456,0.627,1.012,-1.031,0.108,0.290,0.401,-0.403,0.063,-0.071,-0.351,-0.884,0.312,0.508,-0.223,0.171,-0.059,-0.027,12.990,0
153550,1.969,-0.379,-0.283,0.470,-0.786,-0.695,-0.529,-0.009,1.430,-0.143,-0.930,0.017,-0.911,0.170,0.809,0.180,-0.428,-0.161,-0.142,-0.293,-0.184,-0.424,0.389,-0.085,-0.479,-0.616,0.031,-0.033,9.990,0
153552,1.914,-0.094,-1.908,0.075,1.175,1.124,-0.214,0.410,0.326,-0.335,1.489,0.722,-0.581,-0.465,0.403,-0.323,1.048,-1.103,-0.703,-0.275,-0.250,-0.561,0.394,-0.839,-0.503,0.271,-0.017,-0.056,0.890,0
153552,2.140,-1.339,0.080,-0.647,-1.493,0.238,-1.639,0.183,1.105,0.510,-1.973,-0.491,-0.002,-1.211,-0.963,1.106,0.267,-1.054,1.065,-0.045,0.093,0.567,0.150,-0.626,-0.261,-0.148,0.059,-0.044,10.700,0
153557,0.150,-0.204,0.491,-1.801,-0.499,-0.677,0.351,-0.077,-1.128,0.218,0.751,-0.281,-0.398,-0.086,-1.188,1.090,-0.050,-0.839,0.675,0.104,0.355,0.872,0.038,0.082,-0.336,-0.263,0.031,0.032,68.450,0
153563,1.830,0.359,-1.168,3.793,0.452,-0.343,0.419,-0.074,-1.132,1.723,0.148,-0.620,-2.162,1.014,-1.626,0.639,-0.703,0.254,-1.243,-0.341,0.326,0.830,-0.086,0.049,0.305,0.270,-0.087,-0.070,48.470,0
153564,2.101,-1.365,0.047,-0.837,-1.239,0.933,-1.817,0.435,0.804,0.665,-0.019,0.293,-0.036,-1.027,-1.599,1.198,0.128,-0.699,1.209,-0.032,0.155,0.700,0.217,0.250,-0.312,-0.209,0.056,-0.046,1.000,0
153571,2.159,0.776,-3.457,0.544,1.695,-1.228,0.898,-0.515,-0.122,-1.082,-0.360,0.131,1.177,-2.715,-0.090,0.469,1.854,0.618,-0.051,-0.022,-0.101,-0.016,-0.143,-0.050,0.537,0.717,-0.074,-0.017,0.760,0
153572,1.961,-0.573,-0.445,0.378,-0.592,-0.037,-0.743,0.100,1.352,0.002,-1.169,-0.032,-0.432,-0.150,0.518,0.354,-0.459,0.061,-0.282,-0.165,0.158,0.574,0.182,0.644,-0.289,0.545,-0.029,-0.039,28.750,0
153574,1.841,-0.928,0.487,1.630,-1.041,1.317,-1.501,0.508,2.609,-0.178,-2.910,0.059,-0.718,-1.148,-1.390,0.063,-0.318,0.536,0.168,-0.240,0.064,0.679,-0.019,-1.057,-0.044,-0.407,0.126,-0.025,40.000,0
153578,2.117,-1.318,0.311,-0.523,-1.775,-0.083,-1.657,0.166,1.110,0.522,-1.534,-0.459,-0.376,-1.125,-0.974,0.959,0.480,-1.199,0.865,-0.097,0.120,0.649,0.228,-0.090,-0.340,-0.180,0.059,-0.040,2.500,0
153579,2.097,-1.576,-1.090,-1.641,0.748,4.381,-2.272,1.244,0.858,0.521,-0.539,-0.091,0.012,-1.033,-0.628,0.817,0.414,-1.439,0.681,0.010,0.133,0.597,0.280,0.738,-0.302,-0.168,0.083,-0.044,1.000,0
153579,-0.334,0.733,1.469,-0.533,0.329,0.141,0.411,0.111,0.203,-0.914,-1.209,0.076,0.365,-0.183,0.605,0.062,-0.560,0.131,0.496,-0.004,-0.143,-0.352,-0.098,0.444,-0.259,-0.548,0.157,0.152,3.990,0
153582,1.833,-0.916,-1.020,-0.908,-0.317,-0.155,-0.324,-0.129,1.299,-0.512,-1.028,0.960,1.724,-0.309,1.123,0.487,-0.869,-0.168,0.501,0.268,-0.127,-0.546,0.211,0.088,-0.531,0.324,-0.063,-0.018,150.000,0
153584,0.366,-0.135,0.838,-1.849,-0.408,-0.345,-0.224,0.046,-0.570,0.055,-0.981,-0.785,0.106,-0.588,-0.176,1.341,-0.038,-1.336,0.426,0.015,0.010,-0.057,0.175,0.695,-0.691,-0.591,0.049,0.018,6.000,0
153585,-1.026,2.206,-1.772,0.819,1.204,-0.100,0.594,0.843,-1.105,-0.584,0.212,0.436,-0.073,-0.331,-0.848,-0.102,1.168,1.077,1.037,0.056,0.085,0.343,-0.281,-0.081,0.199,-0.377,0.315,0.191,5.720,0
153589,2.065,-1.355,0.248,-0.722,-1.475,0.657,-1.805,0.404,0.770,0.664,0.414,0.456,-0.114,-0.999,-1.635,1.057,0.304,-0.857,1.027,-0.045,0.187,0.789,0.276,0.734,-0.377,-0.239,0.056,-0.041,2.000,0
153589,0.010,0.781,-0.552,-0.603,1.661,1.008,0.611,0.364,-0.206,-1.333,1.099,0.865,0.399,-1.717,-0.839,-0.389,1.432,-0.419,-0.862,-0.172,0.140,0.767,-0.258,-1.685,-0.302,0.674,0.085,0.039,1.000,0
153590,-0.447,-0.400,2.014,-2.167,-0.963,0.517,-0.814,0.569,0.325,-0.079,-0.508,-0.941,-1.961,-0.824,-2.194,1.402,-0.013,-0.454,0.511,-0.019,0.172,0.708,-0.227,-0.490,-0.328,-0.272,0.417,0.200,1.000,0
153591,-0.718,-0.657,0.674,-3.077,1.567,4.383,-1.268,1.351,0.202,-0.159,-0.808,-0.512,-0.226,-1.216,-1.334,0.984,0.121,-1.341,0.026,0.121,0.165,0.687,0.028,0.724,-0.203,-0.273,0.338,0.190,1.000,0
153591,-2.034,1.509,1.714,4.169,-0.502,1.680,0.499,0.308,-1.409,2.170,-0.867,-0.302,1.765,-0.510,1.826,0.741,-0.405,0.538,0.945,0.211,-0.213,0.204,0.107,0.591,0.186,0.332,0.283,-0.037,175.690,0
153592,-0.067,1.598,-1.182,1.165,0.929,-0.795,0.905,0.029,-1.319,-0.582,-0.541,-0.233,0.358,-0.369,0.981,-1.215,1.996,0.340,2.690,0.193,0.179,0.636,-0.283,0.752,-0.141,1.073,0.019,0.127,5.500,0
153595,-0.271,1.030,-0.130,2.000,3.624,4.608,0.649,0.847,-1.665,0.945,-0.847,-0.701,-0.506,0.001,-1.269,-0.030,-0.545,-0.423,-1.055,-0.003,0.179,0.689,-0.350,0.718,0.082,0.219,-0.020,-0.074,9.930,0
153596,0.295,0.247,1.059,-0.579,0.129,-0.030,0.257,-0.047,1.083,-0.583,-1.356,-0.433,-0.772,-0.402,0.201,0.130,-0.746,0.464,-0.391,-0.160,0.179,0.821,-0.149,0.657,-0.335,-0.340,-0.088,-0.204,0.010,0
153598,-0.078,0.993,-1.883,-0.451,0.867,-0.968,1.278,0.180,-0.801,-0.994,0.696,0.111,-1.090,-0.043,-1.363,0.148,0.614,0.565,-0.044,-0.153,0.288,0.615,0.106,0.706,-0.396,0.489,-0.124,0.035,85.250,0
153598,-0.526,0.276,1.471,0.339,0.471,-0.642,0.208,0.050,0.006,-0.505,-0.898,0.293,0.718,-0.117,0.590,0.603,-1.031,0.237,-1.019,0.012,0.202,0.447,0.231,-0.067,-1.024,-0.994,0.263,0.261,29.950,0
153600,-0.352,-0.394,2.199,-2.212,-0.705,0.576,-0.531,0.280,0.285,0.098,-0.207,-0.373,-0.751,-1.278,-2.299,1.261,-0.188,-0.633,0.506,0.131,0.134,0.835,-0.281,-0.456,-0.313,-0.305,0.262,-0.020,1.000,0
153602,-1.606,0.538,0.484,-0.699,0.251,-0.000,0.377,-0.320,1.330,0.227,-1.189,0.496,1.060,-0.907,0.012,0.022,-0.924,0.250,-0.279,-0.509,0.285,1.234,0.037,0.635,-0.887,-0.554,-1.249,-0.047,27.060,0
153604,-0.623,-1.117,1.539,-2.177,-0.390,0.351,-0.767,0.331,-0.109,-0.205,-2.139,-0.884,0.159,-0.716,0.370,-0.303,-0.859,2.046,-1.167,-0.173,-0.053,0.060,0.246,0.045,-0.891,1.143,0.086,0.196,90.010,0
153605,2.066,-1.361,0.248,-0.709,-1.520,0.567,-1.789,0.380,0.779,0.672,0.362,0.410,-0.166,-0.992,-1.676,1.116,0.254,-0.763,1.094,-0.035,0.184,0.761,0.268,0.792,-0.366,-0.245,0.052,-0.040,5.800,0
153605,2.034,-0.220,-1.212,0.229,-0.022,-0.651,-0.038,-0.059,0.520,0.277,0.469,0.275,-1.402,0.743,-0.432,0.196,-0.520,-0.180,0.498,-0.303,-0.270,-0.741,0.312,-0.435,-0.348,0.209,-0.081,-0.077,0.990,0
153605,-0.611,1.872,-2.761,-0.220,1.456,-1.479,0.778,0.478,-1.245,-1.820,1.412,0.985,0.795,-1.927,-1.419,0.715,2.058,1.110,-0.282,-0.284,0.227,0.502,-0.164,0.624,-0.393,0.473,-0.266,-0.016,0.760,0
153606,-1.192,0.255,1.198,-2.408,-0.954,0.921,-1.188,1.060,0.424,0.292,-0.759,-0.486,-1.051,-0.839,-2.275,1.600,-0.074,-0.341,0.613,0.226,0.137,0.592,-0.157,0.078,-0.109,-0.288,0.499,0.265,2.000,0
153608,-0.389,1.001,-0.084,-0.510,0.148,-1.205,0.676,0.201,-0.266,-0.653,-1.007,0.493,0.431,0.366,-0.477,0.013,-0.256,-0.748,-0.099,-0.066,-0.196,-0.562,0.155,0.047,-0.450,0.138,0.121,0.021,17.990,0
153613,-0.913,-0.305,-0.571,0.143,1.225,-0.170,1.137,-0.053,-0.019,-1.539,-1.145,-0.369,0.147,-1.620,0.279,-0.246,1.297,0.651,1.289,0.780,-0.011,-0.418,0.465,-0.116,-0.160,0.045,0.077,0.236,234.570,0
153614,2.176,-0.691,-1.669,-0.642,-0.094,-0.658,-0.158,-0.408,-0.692,0.927,-1.668,0.072,1.608,-0.019,0.475,-1.172,-0.668,1.316,-0.646,-0.414,-0.166,0.070,-0.052,-0.939,0.089,0.849,-0.064,-0.065,51.850,0
153615,0.117,0.937,-0.064,0.890,1.054,0.187,0.475,0.055,-0.897,-0.180,0.802,0.044,-0.088,-0.505,0.791,-0.491,1.084,0.857,3.228,0.332,-0.223,-0.563,-0.016,0.130,-0.790,0.576,0.167,0.198,1.980,0
153618,-1.744,-1.182,2.125,-1.858,-0.453,-0.333,-0.422,-0.150,1.327,0.973,-1.479,-1.355,-1.353,-1.773,-1.383,0.940,0.064,-1.255,0.161,-0.232,-0.223,0.857,0.596,-0.022,-0.053,-0.281,0.503,-0.308,3.600,0
153619,2.100,-1.390,0.039,-0.833,-1.270,0.925,-1.840,0.455,0.857,0.675,-0.078,0.110,-0.380,-0.958,-1.561,1.214,0.148,-0.656,1.211,-0.054,0.151,0.672,0.221,0.240,-0.324,-0.208,0.054,-0.047,1.000,0
153624,2.064,0.006,-1.045,0.411,-0.082,-1.202,0.234,-0.377,0.430,0.052,-0.608,0.833,0.798,0.129,-0.041,-0.142,-0.327,-0.963,0.138,-0.179,-0.281,-0.637,0.333,0.066,-0.274,0.193,-0.066,-0.058,0.990,0
153625,-2.111,-1.774,0.762,-1.108,-0.610,-0.038,-1.487,0.464,0.798,0.338,-1.587,-0.510,-0.075,-1.319,-1.134,1.202,0.450,-1.239,0.797,-1.460,-0.161,0.898,1.282,0.712,-0.013,-0.215,-0.181,-0.374,3.500,0
153626,1.956,-0.498,-0.578,0.230,-0.508,-0.336,-0.500,0.021,1.127,-0.001,-1.015,-0.056,-0.558,0.074,0.650,0.510,-0.522,-0.336,0.015,-0.133,-0.264,-0.808,0.442,0.631,-0.650,0.202,-0.056,-0.033,42.970,0
153627,2.112,0.135,-2.073,0.546,0.617,-0.645,0.099,-0.247,0.829,-0.681,-1.430,0.001,0.457,-1.852,-0.399,0.394,0.838,0.457,0.267,-0.129,-0.098,0.076,-0.093,-1.060,0.246,0.700,-0.038,-0.040,1.000,0
153633,2.200,-0.950,-1.140,-1.008,-0.493,-0.325,-0.731,-0.168,-0.028,0.726,-1.611,-0.599,0.692,-0.470,0.111,1.233,-0.128,-1.184,0.888,0.056,0.157,0.503,0.028,-1.029,-0.013,-0.115,-0.004,-0.058,35.000,0
153633,2.036,-1.011,-0.543,-0.197,-0.982,-0.254,-0.862,-0.047,0.090,0.829,-1.728,-0.298,0.198,-0.201,0.451,-0.856,-0.522,1.266,-0.684,-0.496,-0.582,-1.228,0.360,-0.726,-0.625,0.016,0.000,-0.031,64.970,0
153636,-0.409,-1.160,-0.644,-3.545,2.016,3.438,-0.827,0.872,-2.147,0.911,-0.393,-1.142,0.164,-0.374,-0.155,-0.666,0.328,-0.142,-0.386,-0.399,-0.163,-0.045,0.285,0.673,0.239,-0.122,-0.020,-0.057,15.000,0
153637,-0.322,-0.436,0.460,-2.087,1.254,4.664,-1.556,1.303,0.148,0.495,-0.646,-0.544,-0.045,-1.133,-0.403,0.318,0.727,-1.156,1.667,0.327,0.231,0.875,-0.033,0.750,-0.769,-0.080,0.266,0.266,1.000,0
153644,-0.735,0.142,-0.150,-3.618,0.041,-0.872,0.514,-0.236,0.061,-0.028,0.362,0.979,0.794,-0.113,-0.663,-2.216,-0.451,1.885,-0.139,-0.371,0.017,0.960,-0.298,-0.402,0.047,-0.029,0.306,0.283,15.170,0
153645,-1.554,-2.849,-4.421,-0.968,2.027,3.088,1.760,0.735,-2.251,0.174,-0.656,-0.391,0.145,1.376,0.017,-2.558,0.446,1.115,-0.144,1.231,0.691,0.843,1.615,0.723,-1.241,0.824,-0.006,0.088,644.970,0
153645,1.903,-0.300,-1.544,0.143,-0.085,-1.532,0.533,-0.464,0.514,-0.085,-0.591,0.231,-0.254,0.677,0.721,-0.203,-0.383,-0.564,0.085,-0.053,-0.093,-0.416,0.161,0.037,-0.122,-0.168,-0.075,-0.044,100.000,0
